person_id,aircraft_type,flight_no,pickup_stop_order,delivery_stop_order
P2146,T3,51,1,3
P2147,T3,85,3,5
P2148,T3,63,1,2
P2149,T3,4,2,3
P2150,T2,1,3,4
P2151,T3,74,3,4
P2152,T3,24,0,2
P2153,T3,37,5,6
P2154,T3,69,0,1
P2155,T3,65,1,2
P2156,T3,87,0,2
P2157,T3,59,0,3
P2158,T3,96,1,2
P2159,T3,78,0,1
P2160,T3,42,1,2
P2161,T3,99,2,4
P2162,T3,34,5,6
P2163,T3,9,0,1
P2164,T1,1,1,2
P2165,T3,6,0,1
P2166,T3,78,0,1
P2167,T3,76,2,3
P2168,T3,6,2,3
P2169,T3,74,3,4
P2170,T3,56,2,3
P2171,T3,32,0,1
P2172,T3,33,0,1
P2173,T3,5,0,1
P2174,T3,83,1,2
P2175,T3,84,4,5
P2176,T3,90,3,5
P2177,T3,6,2,3
P2178,T3,75,0,2
P2179,T3,47,4,5
P2180,T3,33,3,4
P2181,T3,67,1,2
P2182,T3,49,2,3
P2183,T3,5,0,1
P2184,T3,36,3,4
P2185,T3,23,0,1
P2186,T3,85,0,2
P2187,T3,73,1,2
P2188,T3,4,1,2
P2189,T3,6,4,5
P2190,T3,31,2,3
P2191,T3,10,1,2
P2192,T3,23,0,1
P2193,T1,1,2,3
P2194,T3,83,0,1
P2195,T3,46,0,1
P2196,T3,31,1,2
P2197,T3,10,1,2
P2198,T3,81,0,2
P2199,T3,72,2,3
P2200,T2,12,1,2
P2201,T3,47,4,5
P2202,T3,6,0,1
P2203,T3,35,2,3
P2204,T3,49,2,3
P2205,T3,45,2,3
P2206,T3,82,0,1
P2207,T3,24,0,2
P2208,T3,1,0,1
P2209,T3,6,4,5
P2210,T3,63,1,2
P2211,T3,77,1,3
P2212,T3,48,2,3
P2213,T3,21,1,3
P2214,T3,34,2,5
P2215,T2,9,4,5
P2216,T3,42,0,1
P2217,T3,97,0,3
P2218,T3,97,0,3
P2219,T3,71,3,4
P2220,T3,78,3,4
P2221,T3,96,1,2
P2222,T3,69,2,3
P2223,T3,72,2,3
P2224,T3,33,0,1
P2225,T3,30,1,2
P2226,T3,33,3,4
P2227,T3,23,0,1
P2228,T3,97,0,3
P2229,T3,24,0,2
P2230,T3,50,0,1
P2231,T3,75,3,4
P2232,T3,65,1,2
P2233,T3,81,2,3
P2234,T3,77,1,3
P2235,T3,25,1,4
P2236,T3,29,1,2
P2237,T3,78,3,4
P2238,T3,15,2,4
P2239,T3,56,0,2
P2240,T3,31,1,2
P2241,T3,45,0,1
P2242,T3,37,1,3
P2243,T3,62,0,2
P2244,T3,15,2,4
P2245,T3,96,1,2
P2246,T3,8,2,3
P2247,T3,79,3,4
P2248,T3,33,0,1
P2249,T2,9,4,5
P2250,T3,10,0,1
P2251,T3,33,3,4
P2252,T3,90,3,5
P2253,T3,83,0,1
P2254,T3,56,2,3
P2255,T3,83,1,2
P2256,T2,8,2,4
P2257,T3,44,0,1
P2258,T3,43,0,1
P2259,T3,4,2,3
P2260,T3,3,2,3
P2261,T3,74,0,1
P2262,T3,75,0,2
P2263,T3,75,3,4
P2264,T3,35,2,3
P2265,T3,10,0,1
P2266,T3,25,1,4
P2267,T3,95,1,3
P2268,T2,1,3,4
P2269,T3,29,1,2
P2270,T3,47,4,5
P2271,T2,8,2,4
P2272,T3,44,0,2
P2273,T3,6,4,5
P2274,T3,55,0,1
P2275,T3,74,0,1
P2276,T3,37,5,6
P2277,T1,2,2,4
P2278,T3,15,0,2
P2279,T3,6,4,5
P2280,T3,54,4,6
P2281,T3,98,3,4
P2282,T3,78,0,1
P2283,T3,18,0,2
P2284,T3,79,3,4
P2285,T3,39,1,2
P2286,T3,39,1,2
P2287,T3,42,0,1
P2288,T3,30,1,2
P2289,T3,74,1,2
P2290,T3,39,1,2
P2291,T3,74,0,1
P2292,T3,36,0,1
P2293,T3,62,0,2
P2294,T3,59,0,3
P2295,T3,9,0,1
P2296,T3,74,3,4
P2297,T3,96,1,2
P2298,T3,53,5,6
P2299,T3,12,2,3
P2300,T3,40,1,2
P2301,T3,44,0,1
P2302,T3,78,3,4
P2303,T3,2,1,2
P2304,T3,21,1,3
P2305,T3,72,3,4
P2306,T3,9,1,2
P2307,T3,21,1,3
P2308,T3,69,1,2
P2309,T3,24,0,2
P2310,T3,16,2,3
P2311,T3,29,1,2
P2312,T3,34,5,6
P2313,T3,15,2,4
P2314,T3,50,0,1
P2315,T3,101,0,2
P2316,T2,5,2,3
P2317,T3,43,0,1
P2318,T3,4,0,1
P2319,T3,98,3,4
P2320,T3,76,4,5
P2321,T3,81,0,2
P2322,T3,80,4,5
P2323,T3,45,0,1
P2324,T3,90,3,5
P2325,T3,54,4,6
P2326,T3,11,0,1
P2327,T3,76,4,5
P2328,T3,69,1,2
P2329,T3,8,2,3
P2330,T3,83,0,1
P2331,T3,84,0,2
P2332,T3,54,4,6
P2333,T3,43,0,1
P2334,T3,6,0,1
P2335,T3,83,1,2
P2336,T3,10,0,1
P2337,T1,1,1,2
P2338,T3,71,3,4
P2339,T3,18,0,2
P2340,T3,81,2,3
P2341,T3,2,1,2
P2342,T3,29,1,2
P2343,T3,19,0,2
P2344,T3,18,2,4
P2345,T3,76,4,5
P2346,T3,60,0,5
P2347,T3,32,0,1
P2348,T3,28,1,3
P2349,T3,75,2,3
P2350,T3,75,2,3
P2351,T3,59,0,3
P2352,T3,71,2,3
P2353,T3,49,2,3
P2354,T3,54,4,6
P2355,T3,33,0,1
P2356,T3,28,1,3
P2357,T3,79,3,4
P2358,T3,60,0,5
P2359,T3,84,0,2
P2360,T3,1,2,3
P2361,T3,53,5,6
P2362,T3,5,0,1
P2363,T3,1,2,3
P2364,T3,71,0,1
P2365,T3,80,0,1
P2366,T3,40,1,2
P2367,T2,6,1,2
P2368,T3,18,0,2
P2369,T3,87,0,2
P2370,T3,29,1,2
P2371,T3,16,2,3
P2372,T3,16,0,1
P2373,T3,80,2,5
P2374,T3,77,0,1
P2375,T3,40,1,2
P2376,T3,37,5,6
P2377,T3,81,2,3
P2378,T3,84,0,2
P2379,T3,74,1,2
P2380,T3,78,3,4
P2381,T3,90,3,5
P2382,T3,43,0,1
P2383,T3,7,1,2
P2384,T1,1,2,3
P2385,T3,76,4,5
P2386,T3,77,0,1
P2387,T3,42,1,2
P2388,T3,4,1,2
P2389,T3,53,0,3
P2390,T3,54,4,6
P2391,T3,75,2,3
P2392,T3,63,1,2
P2393,T3,43,0,1
P2394,T3,41,1,2
P2395,T3,87,0,2
P2396,T3,87,0,2
P2397,T3,53,0,3
P2398,T2,12,2,3
P2399,T3,54,4,6
P2400,T2,1,0,2
P2401,T3,60,0,5
P2402,T3,78,3,4
P2403,T2,12,2,3
P2404,T3,21,1,2
P2405,T2,12,2,3
P2406,T3,96,1,2
P2407,T3,57,0,2
P2408,T3,47,0,2
P2409,T3,7,0,1
P2410,T3,11,0,1
P2411,T3,80,2,5
P2412,T3,27,1,2
P2413,T3,56,0,2
P2414,T3,8,2,3
P2415,T3,9,0,1
P2416,T3,11,0,1
P2417,T3,54,4,6
P2418,T3,56,2,3
P2419,T3,87,0,2
P2420,T3,51,1,3
P2421,T3,37,5,6
P2422,T3,59,0,3
P2423,T3,90,3,5
P2424,T3,15,2,4
P2425,T3,43,0,1
P2426,T3,60,0,5
P2427,T3,82,1,3
P2428,T3,5,1,2
P2429,T3,42,0,1
P2430,T2,8,2,4
P2431,T3,81,2,3
P2432,T3,33,0,1
P2433,T3,46,0,1
P2434,T3,1,1,2
P2435,T3,59,0,3
P2436,T3,16,2,3
P2437,T2,4,2,3
P2438,T3,41,1,2
P2439,T3,49,2,3
P2440,T3,50,0,1
P2441,T3,66,1,3
P2442,T3,82,0,1
P2443,T2,5,2,3
P2444,T3,2,1,2
P2445,T1,1,2,3
P2446,T3,78,0,1
P2447,T3,8,0,1
P2448,T3,74,0,1
P2449,T3,79,3,4
P2450,T3,74,0,1
P2451,T2,1,3,4
P2452,T3,90,3,5
P2453,T3,39,0,1
P2454,T3,25,1,4
P2455,T3,40,1,2
P2456,T3,59,0,3
P2457,T3,54,0,3
P2458,T3,25,1,4
P2459,T3,99,2,4
P2460,T3,25,1,4
P2461,T3,13,1,2
P2462,T3,43,0,1
P2463,T3,19,0,2
P2464,T3,19,0,2
P2465,T3,25,1,4
P2466,T3,54,0,3
P2467,T3,3,2,3
P2468,T3,64,1,3
P2469,T3,42,0,1
P2470,T2,1,0,2
P2471,T3,36,0,1
P2472,T3,23,0,1
P2473,T3,57,2,3
P2474,T3,83,0,1
P2475,T3,84,4,5
P2476,T3,40,1,2
P2477,T3,86,0,1
P2478,T3,96,1,2
P2479,T1,1,2,3
P2480,T3,86,1,3
P2481,T3,87,0,2
P2482,T3,42,1,2
P2483,T3,6,2,3
P2484,T3,53,5,6
P2485,T3,80,0,1
P2486,T3,37,5,6
P2487,T3,5,0,1
P2488,T3,36,0,1
P2489,T3,2,2,3
P2490,T3,78,0,1
P2491,T3,8,2,3
P2492,T3,84,4,5
P2493,T3,59,0,3
P2494,T2,8,3,4
P2495,T3,3,0,1
P2496,T3,16,2,3
P2497,T3,73,2,3
P2498,T3,57,2,3
P2499,T3,24,0,2
P2500,T3,85,0,2
P2501,T1,3,3,5
P2502,T3,20,4,6
P2503,T3,18,0,2
P2504,T3,21,1,2
P2505,T3,101,3,4
P2506,T3,7,0,1
P2507,T3,25,1,4
P2508,T3,98,1,4
P2509,T3,20,4,6
P2510,T1,2,2,4
P2511,T3,72,3,4
P2512,T3,8,0,1
P2513,T3,72,3,4
P2514,T3,45,0,1
P2515,T3,80,4,5
P2516,T3,80,4,5
P2517,T3,44,0,1
P2518,T3,46,0,1
P2519,T3,79,3,4
P2520,T3,1,2,3
P2521,T3,90,0,2
P2522,T3,100,2,3
P2523,T3,25,1,4
P2524,T3,31,1,2
P2525,T3,35,2,3
P2526,T3,3,2,3
P2527,T3,79,0,1
P2528,T3,84,4,5
P2529,T3,40,1,2
P2530,T3,42,1,2
P2531,T3,74,0,1
P2532,T2,8,2,4
P2533,T3,33,3,4
P2534,T3,30,1,2
P2535,T3,49,0,1
P2536,T3,54,0,3
P2537,T3,11,0,1
P2538,T3,79,0,1
P2539,T3,17,2,3
P2540,T3,6,0,1
P2541,T3,2,1,2
P2542,T3,13,2,3
P2543,T3,42,0,1
P2544,T3,69,0,1
P2545,T3,53,5,6
P2546,T3,2,2,3
P2547,T3,42,1,2
P2548,T3,60,0,5
P2549,T3,10,0,1
P2550,T3,66,1,3
P2551,T3,5,0,1
P2552,T3,41,1,2
P2553,T3,74,1,2
P2554,T3,2,2,3
P2555,T3,77,0,1
P2556,T3,80,4,5
P2557,T3,60,1,6
P2558,T3,102,0,2
P2559,T3,65,1,2
P2560,T3,9,1,2
P2561,T3,8,0,1
P2562,T3,102,0,2
P2563,T3,96,1,2
P2564,T3,60,0,5
P2565,T3,9,1,2
P2566,T3,4,2,3
P2567,T3,34,1,5
P2568,T3,44,2,3
P2569,T3,80,4,5
P2570,T3,51,1,3
P2571,T3,60,0,5
P2572,T3,49,0,1
P2573,T3,47,0,2
P2574,T3,84,4,5
P2575,T2,9,4,5
P2576,T2,8,3,4
P2577,T2,3,0,1
P2578,T3,43,0,1
P2579,T3,100,2,3
P2580,T3,45,0,1
P2581,T3,57,2,3
P2582,T3,17,2,3
P2583,T3,96,1,2
P2584,T3,33,2,3
P2585,T3,14,3,4
P2586,T3,15,0,1
P2587,T3,60,1,6
P2588,T3,31,2,3
P2589,T3,33,3,4
P2590,T3,52,0,2
P2591,T3,83,1,2
P2592,T3,86,1,3
P2593,T3,54,4,6
P2594,T3,4,2,3
P2595,T3,7,0,1
P2596,T3,74,1,2
P2597,T3,43,0,1
P2598,T3,36,0,1
P2599,T3,85,0,2
P2600,T3,42,1,2
P2601,T3,7,0,1
P2602,T3,6,2,3
P2603,T2,12,2,3
P2604,T3,87,0,2
P2605,T3,8,1,2
P2606,T3,98,1,4
P2607,T3,35,2,3
P2608,T3,49,2,3
P2609,T3,77,3,4
P2610,T3,4,2,3
P2611,T3,72,0,1
P2612,T3,86,1,3
P2613,T3,66,2,4
P2614,T3,44,0,1
P2615,T2,3,0,1
P2616,T3,53,5,6
P2617,T3,52,0,2
P2618,T3,78,0,1
P2619,T3,87,0,2
P2620,T3,62,0,2
P2621,T3,87,3,4
P2622,T3,54,4,6
P2623,T3,21,1,2
P2624,T3,67,1,2
P2625,T3,7,0,1
P2626,T3,53,5,6
P2627,T3,32,0,1
P2628,T3,51,1,3
P2629,T3,13,2,3
P2630,T2,11,3,4
P2631,T3,66,2,4
P2632,T3,3,0,1
P2633,T3,45,0,1
P2634,T3,75,2,3
P2635,T3,6,2,3
P2636,T3,86,0,1
P2637,T3,45,0,1
P2638,T3,87,3,4
P2639,T3,83,1,2
P2640,T2,12,2,3
P2641,T3,20,4,6
P2642,T3,33,0,1
P2643,T3,72,0,1
P2644,T3,44,0,1
P2645,T3,86,1,3
P2646,T3,53,5,6
P2647,T3,81,0,2
P2648,T3,86,0,1
P2649,T3,78,0,1
P2650,T3,75,0,2
P2651,T3,7,2,3
P2652,T3,40,1,2
P2653,T3,51,1,3
P2654,T3,80,0,1
P2655,T3,98,3,4
P2656,T3,21,2,3
P2657,T3,42,0,1
P2658,T3,4,2,3
P2659,T2,12,2,3
P2660,T3,40,1,2
P2661,T3,6,0,1
P2662,T3,9,1,2
P2663,T3,79,0,1
P2664,T3,17,2,3
P2665,T3,7,0,1
P2666,T3,101,3,4
P2667,T3,97,0,1
P2668,T3,21,2,3
P2669,T3,5,0,1
P2670,T3,65,1,2
P2671,T3,95,1,3
P2672,T3,81,0,2
P2673,T3,40,1,2
P2674,T3,72,0,1
P2675,T3,45,0,1
P2676,T3,1,1,2
P2677,T3,79,0,1
P2678,T3,49,0,1
P2679,T3,96,1,2
P2680,T3,53,5,6
P2681,T3,59,0,3
P2682,T3,24,0,2
P2683,T3,52,0,2
P2684,T3,28,1,3
P2685,T3,79,3,4
P2686,T3,4,1,2
P2687,T3,86,1,3
P2688,T3,11,0,1
P2689,T3,44,0,1
P2690,T3,35,1,2
P2691,T3,18,0,2
P2692,T3,87,0,2
P2693,T2,4,2,3
P2694,T3,27,1,2
P2695,T3,1,0,1
P2696,T3,3,2,3
P2697,T3,60,1,6
P2698,T3,18,0,2
P2699,T3,85,3,5
P2700,T3,81,0,2
P2701,T3,67,1,2
P2702,T3,7,0,1
P2703,T3,6,4,5
P2704,T3,29,1,2
P2705,T3,60,1,6
P2706,T3,5,1,2
P2707,T2,12,2,3
P2708,T3,96,1,2
P2709,T2,12,2,3
P2710,T3,47,0,2
P2711,T3,43,0,1
P2712,T3,87,0,2
P2713,T3,76,4,5
P2714,T3,80,2,5
P2715,T3,7,0,1
P2716,T3,5,0,1
P2717,T3,7,0,1
P2718,T3,16,0,1
P2719,T3,1,0,1
P2720,T3,9,0,1
P2721,T3,78,0,1
P2722,T3,42,0,1
P2723,T3,7,0,1
P2724,T3,7,0,1
P2725,T3,6,0,1
P2726,T3,102,0,2
P2727,T3,77,0,1
P2728,T3,69,1,2
P2729,T3,25,1,4
P2730,T3,90,0,2
P2731,T3,23,0,1
P2732,T3,13,2,3
P2733,T3,33,3,4
P2734,T1,3,3,5
P2735,T3,57,2,3
P2736,T3,23,0,1
P2737,T3,80,1,4
P2738,T3,15,0,1
P2739,T3,40,1,2
P2740,T3,4,2,3
P2741,T3,18,0,2
P2742,T3,95,0,1
P2743,T3,87,0,2
P2744,T3,34,5,6
P2745,T3,13,2,3
P2746,T3,77,0,1
P2747,T3,68,2,3
P2748,T3,21,2,3
P2749,T3,34,2,5
P2750,T3,21,2,3
P2751,T3,90,0,2
P2752,T3,56,2,3
P2753,T3,18,0,2
P2754,T3,22,5,6
P2755,T3,80,2,5
P2756,T3,44,2,3
P2757,T3,56,2,3
P2758,T3,80,1,4
P2759,T3,92,0,4
P2760,T3,36,3,4
P2761,T3,49,2,3
P2762,T3,40,1,2
P2763,T3,76,2,3
P2764,T3,3,0,1
P2765,T3,67,1,2
P2766,T3,86,0,1
P2767,T3,8,0,1
P2768,T3,3,0,1
P2769,T3,57,0,2
P2770,T3,21,2,3
P2771,T3,60,0,5
P2772,T3,72,2,3
P2773,T3,84,4,5
P2774,T3,8,1,2
P2775,T3,77,0,1
P2776,T3,87,0,2
P2777,T3,6,4,5
P2778,T3,62,0,2
P2779,T3,90,0,2
P2780,T3,28,1,3
P2781,T3,99,1,5
P2782,T3,83,0,1
P2783,T3,97,0,1
P2784,T3,17,2,3
P2785,T3,84,0,2
P2786,T3,90,0,2
P2787,T2,11,0,3
P2788,T2,8,3,4
P2789,T3,24,0,2
P2790,T3,50,0,1
P2791,T3,32,0,1
P2792,T3,35,2,3
P2793,T3,5,0,1
P2794,T3,9,0,1
P2795,T3,32,4,5
P2796,T2,9,0,2
P2797,T2,8,3,4
P2798,T3,77,3,4
P2799,T3,95,0,1
P2800,T3,9,1,2
P2801,T3,80,0,1
P2802,T2,12,2,3
P2803,T3,15,2,4
P2804,T3,76,4,5
P2805,T3,9,0,1
P2806,T3,6,2,3
P2807,T3,26,0,2
P2808,T3,42,1,2
P2809,T3,43,0,1
P2810,T2,9,0,2
P2811,T3,5,2,3
P2812,T3,99,1,5
P2813,T3,67,1,2
P2814,T3,67,1,2
P2815,T2,1,0,2
P2816,T3,9,1,2
P2817,T3,80,4,5
P2818,T3,99,1,5
P2819,T3,7,0,1
P2820,T3,54,0,3
P2821,T3,30,1,2
P2822,T3,36,0,1
P2823,T3,1,1,2
P2824,T3,85,0,2
P2825,T3,24,0,2
P2826,T3,54,0,3
P2827,T3,37,5,6
P2828,T3,95,0,1
P2829,T3,7,0,1
P2830,T3,85,3,5
P2831,T3,42,0,1
P2832,T3,92,0,4
P2833,T3,25,1,4
P2834,T3,3,2,3
P2835,T3,97,0,1
P2836,T3,24,0,2
P2837,T3,80,0,1
P2838,T3,45,0,1
P2839,T3,83,0,1
P2840,T2,3,0,1
P2841,T3,80,0,1
P2842,T3,79,1,2
P2843,T3,97,0,1
P2844,T3,8,0,1
P2845,T3,73,2,3
P2846,T3,77,0,1
P2847,T3,102,0,2
P2848,T3,32,0,1
P2849,T3,6,4,5
P2850,T3,101,0,2
P2851,T3,40,1,2
P2852,T3,53,5,6
P2853,T3,62,0,2
P2854,T3,92,0,4
P2855,T3,27,1,2
P2856,T3,79,3,4
P2857,T3,90,3,5
P2858,T3,87,0,2
P2859,T3,9,0,1
P2860,T3,80,2,5
P2861,T3,86,1,3
P2862,T3,64,1,3
P2863,T3,85,0,2
P2864,T3,57,0,2
P2865,T3,79,3,4
P2866,T3,11,0,1
P2867,T3,47,0,2
P2868,T3,2,2,3
P2869,T2,3,0,1
P2870,T3,73,3,4
P2871,T3,88,0,2
P2872,T3,54,4,6
P2873,T3,36,0,1
P2874,T3,44,2,3
P2875,T3,25,1,4
P2876,T3,15,0,1
P2877,T3,32,0,1
P2878,T2,2,0,1
P2879,T3,32,4,5
P2880,T3,7,0,1
P2881,T3,90,0,3
P2882,T3,98,3,4
P2883,T3,22,3,4
P2884,T3,31,2,3
P2885,T3,16,0,1
P2886,T3,72,3,4
P2887,T3,60,1,6
P2888,T3,54,4,6
P2889,T3,90,0,2
P2890,T3,96,1,2
P2891,T3,2,1,2
P2892,T3,91,3,5
P2893,T3,92,0,4
P2894,T3,5,1,2
P2895,T3,32,4,5
P2896,T3,65,0,3
P2897,T3,34,1,5
P2898,T3,23,0,1
P2899,T3,76,2,3
P2900,T3,33,0,1
P2901,T3,72,0,1
P2902,T1,3,0,3
P2903,T3,15,2,4
P2904,T3,44,0,1
P2905,T3,35,2,3
P2906,T3,42,1,2
P2907,T3,49,0,1
P2908,T3,8,0,1
P2909,T3,14,3,4
P2910,T3,17,2,3
P2911,T3,30,1,2
P2912,T3,72,0,1
P2913,T3,95,0,1
P2914,T3,87,0,2
P2915,T3,79,3,4
P2916,T3,21,2,3
P2917,T3,17,1,3
P2918,T3,56,2,3
P2919,T3,77,1,3
P2920,T3,22,3,4
P2921,T3,54,4,6
P2922,T3,92,0,4
P2923,T3,37,5,6
P2924,T2,9,3,5
P2925,T3,35,1,2
P2926,T3,80,2,5
P2927,T3,2,2,3
P2928,T3,11,0,1
P2929,T3,1,0,1
P2930,T3,102,0,2
P2931,T2,12,1,2
P2932,T3,49,0,1
P2933,T3,59,0,3
P2934,T3,68,2,3
P2935,T3,90,0,3
P2936,T3,98,3,4
P2937,T3,57,2,3
P2938,T3,7,0,1
P2939,T3,80,0,1
P2940,T3,54,0,3
P2941,T3,13,1,2
P2942,T3,11,0,1
P2943,T1,3,0,3
P2944,T3,53,5,6
P2945,T3,102,0,2
P2946,T2,5,2,3
P2947,T3,71,2,3
P2948,T3,80,4,5
P2949,T3,45,2,3
P2950,T2,8,3,4
P2951,T3,100,2,3
P2952,T3,25,1,4
P2953,T3,8,0,1
P2954,T3,80,1,4
P2955,T3,32,0,1
P2956,T3,76,0,1
P2957,T3,73,1,2
P2958,T3,31,2,3
P2959,T3,25,1,4
P2960,T3,2,1,2
P2961,T3,55,3,4
P2962,T3,57,2,3
P2963,T2,12,1,2
P2964,T3,85,3,5
P2965,T3,90,0,2
P2966,T3,88,0,2
P2967,T3,34,5,6
P2968,T3,95,0,1
P2969,T3,8,0,1
P2970,T3,88,3,6
P2971,T3,47,0,2
P2972,T3,83,0,1
P2973,T3,83,1,2
P2974,T3,79,0,1
P2975,T3,17,1,3
P2976,T2,9,4,5
P2977,T2,12,2,3
P2978,T2,2,0,1
P2979,T3,74,1,2
P2980,T3,16,2,3
P2981,T3,42,1,2
P2982,T3,9,0,1
P2983,T3,80,4,5
P2984,T3,90,0,2
P2985,T3,5,2,3
P2986,T3,49,2,3
P2987,T3,72,3,4
P2988,T3,44,2,3
P2989,T2,5,2,3
P2990,T2,1,0,2
P2991,T3,9,0,1
P2992,T2,8,3,4
P2993,T3,35,1,2
P2994,T2,4,2,3
P2995,T3,98,3,4
P2996,T3,11,0,1
P2997,T3,96,1,2
P2998,T3,85,0,2
P2999,T3,24,0,2
P3000,T3,3,2,3
P3001,T3,68,2,3
P3002,T3,54,0,3
P3003,T1,3,3,5
P3004,T3,72,0,1
P3005,T3,44,2,3
P3006,T3,9,0,1
P3007,T3,8,1,2
P3008,T3,97,0,1
P3009,T3,57,2,3
P3010,T3,58,1,3
P3011,T3,37,1,3
P3012,T3,44,2,3
P3013,T3,47,0,2
P3014,T3,15,2,4
P3015,T3,34,2,5
P3016,T3,77,1,3
P3017,T3,70,2,3
P3018,T3,51,1,3
P3019,T3,34,5,6
P3020,T2,12,1,2
P3021,T3,60,1,6
P3022,T3,79,0,1
P3023,T3,86,0,1
P3024,T3,80,4,5
P3025,T3,7,0,1
P3026,T3,42,0,1
P3027,T3,87,0,2
P3028,T3,90,0,2
P3029,T2,11,3,4
P3030,T3,76,4,5
P3031,T3,30,1,2
P3032,T3,60,1,6
P3033,T3,21,1,2
P3034,T3,42,1,2
P3035,T3,25,1,4
P3036,T3,31,2,3
P3037,T3,2,1,2
P3038,T3,80,1,4
P3039,T3,5,0,1
P3040,T3,2,1,2
P3041,T3,51,0,1
P3042,T3,43,0,1
P3043,T3,84,4,5
P3044,T3,36,0,1
P3045,T3,13,1,2
P3046,T3,32,4,5
P3047,T3,60,1,6
P3048,T3,95,0,1
P3049,T3,49,2,3
P3050,T3,11,0,1
P3051,T3,78,1,3
P3052,T2,8,3,4
P3053,T3,5,0,1
P3054,T3,102,3,4
P3055,T3,7,0,1
P3056,T3,58,1,3
P3057,T3,102,3,4
P3058,T3,55,3,4
P3059,T3,13,2,3
P3060,T3,42,0,1
P3061,T3,37,5,6
P3062,T3,65,0,3
P3063,T3,1,0,1
P3064,T3,25,1,4
P3065,T3,76,4,5
P3066,T3,51,1,3
P3067,T3,95,0,1
P3068,T1,1,1,2
P3069,T3,76,4,5
P3070,T3,101,3,4
P3071,T3,86,2,3
P3072,T2,9,3,5
P3073,T3,33,2,3
P3074,T3,12,0,1
P3075,T2,3,0,1
P3076,T3,100,2,3
P3077,T3,11,0,1
P3078,T3,77,1,3
P3079,T3,43,0,1
P3080,T3,99,2,4
P3081,T2,9,4,5
P3082,T3,102,0,2
P3083,T3,43,0,1
P3084,T3,76,0,1
P3085,T3,91,3,5
P3086,T2,9,3,5
P3087,T1,3,0,3
P3088,T3,16,0,1
P3089,T3,88,0,2
P3090,T3,49,0,1
P3091,T3,29,1,2
P3092,T3,26,0,2
P3093,T3,42,0,1
P3094,T3,86,0,1
P3095,T3,17,2,3
P3096,T2,8,0,3
P3097,T3,5,2,3
P3098,T1,2,0,2
P3099,T3,76,4,5
P3100,T2,2,4,6
P3101,T3,60,0,5
P3102,T3,33,3,4
P3103,T2,12,1,2
P3104,T3,60,0,5
P3105,T2,11,0,3
P3106,T3,42,1,2
P3107,T3,87,3,4
P3108,T2,2,0,1
P3109,T3,61,0,3
P3110,T3,35,1,2
P3111,T3,51,2,3
P3112,T3,24,0,2
P3113,T3,5,0,1
P3114,T3,44,0,1
P3115,T3,76,2,3
P3116,T3,21,2,3
P3117,T2,8,0,3
P3118,T3,9,0,1
P3119,T3,5,0,1
P3120,T3,51,0,1
P3121,T3,42,1,2
P3122,T3,73,1,2
P3123,T3,37,5,6
P3124,T3,79,1,2
P3125,T3,11,0,1
P3126,T3,72,0,1
P3127,T3,17,1,3
P3128,T3,53,5,6
P3129,T3,77,1,3
P3130,T3,84,4,5
P3131,T3,77,3,4
P3132,T3,18,2,4
P3133,T3,44,2,3
P3134,T3,5,1,2
P3135,T3,85,3,5
P3136,T3,34,0,1
P3137,T3,20,0,1
P3138,T3,11,0,1
P3139,T2,1,3,4
P3140,T3,5,2,3
P3141,T3,78,1,3
P3142,T3,15,2,4
P3143,T3,58,2,3
P3144,T3,55,3,4
P3145,T2,1,3,4
P3146,T3,17,1,3
P3147,T3,58,1,3
P3148,T3,13,1,2
P3149,T3,92,0,4
P3150,T3,26,0,2
P3151,T2,11,3,4
P3152,T3,7,1,2
P3153,T3,85,3,5
P3154,T3,51,1,3
P3155,T3,97,0,1
P3156,T3,76,0,1
P3157,T3,44,2,3
P3158,T3,45,0,1
P3159,T3,22,0,5
P3160,T3,17,0,1
P3161,T3,65,4,5
P3162,T3,64,2,5
P3163,T3,21,2,3
P3164,T2,3,0,1
P3165,T1,1,1,2
P3166,T2,1,3,4
P3167,T3,102,0,2
P3168,T3,79,1,2
P3169,T3,79,0,1
P3170,T3,23,0,1
P3171,T1,3,0,2
P3172,T3,28,1,3
P3173,T1,2,2,4
P3174,T3,47,0,2
P3175,T2,2,0,1
P3176,T3,26,0,2
P3177,T3,34,0,1
P3178,T3,78,1,3
P3179,T3,84,4,5
P3180,T3,91,3,5
P3181,T3,51,1,3
P3182,T1,3,0,2
P3183,T3,76,4,5
P3184,T3,102,0,2
P3185,T1,2,4,6
P3186,T2,6,1,2
P3187,T3,34,5,6
P3188,T3,18,2,4
P3189,T3,15,2,4
P3190,T3,49,0,1
P3191,T3,92,0,4
P3192,T3,24,0,1
P3193,T3,65,1,2
P3194,T3,58,2,3
P3195,T3,34,1,5
P3196,T3,84,4,5
P3197,T3,13,2,3
P3198,T2,2,0,1
P3199,T2,4,2,3
P3200,T3,57,2,3
P3201,T2,5,2,3
P3202,T3,26,0,2
P3203,T3,77,3,4
P3204,T3,99,2,4
P3205,T3,92,0,4
P3206,T2,12,1,2
P3207,T3,101,1,6
P3208,T3,28,1,3
P3209,T3,97,0,1
P3210,T3,83,0,1
P3211,T2,2,0,2
P3212,T2,2,0,1
P3213,T3,95,0,1
P3214,T3,87,3,4
P3215,T1,3,3,5
P3216,T3,34,0,1
P3217,T3,28,1,3
P3218,T3,51,2,3
P3219,T2,10,2,3
