person_id,aircraft_id,flight_no,pickup_stop_order,delivery_stop_order
P1471,A03-T3-H02,5,0,2
P1472,A01-T2-H02,8,1,3
P1473,A03-T2-H02,3,2,4
P1474,A03-T3-H01,3,0,1
P1475,A02-T2-H03,3,0,2
P1476,A02-T2-H03,2,0,1
P1477,A03-T3-H02,1,0,1
P1478,A01-T2-H03,1,1,2
P1479,A03-T3-H03,1,0,2
P1480,A02-T3-H01,9,1,3
P1481,A02-T2-H01,8,0,1
P1482,A02-T2-H01,2,0,1
P1483,A02-T2-H04,6,3,6
P1484,A03-T3-H02,5,0,1
P1485,A03-T3-H01,1,1,2
P1486,A02-T2-H01,3,2,3
P1487,A01-T2-H01,8,2,3
P1488,A03-T3-H01,3,0,1
P1489,A02-T2-H02,3,1,3
P1490,A02-T2-H01,4,2,3
P1491,A03-T2-H02,9,2,4
P1492,A01-T3-H02,3,3,4
P1493,A01-T2-H02,5,0,1
P1494,A03-T2-H02,5,2,3
P1495,A03-T3-H01,11,2,4
P1496,A03-T3-H03,10,1,2
P1497,A03-T3-H02,4,0,2
P1498,A01-T3-H02,10,1,3
P1499,A01-T2-H03,9,2,3
P1500,A02-T2-H01,8,0,2
P1501,A03-T2-H01,2,1,5
P1502,A03-T3-H02,1,1,2
P1503,A03-T2-H03,1,2,6
P1504,A02-T2-H02,5,0,1
P1505,A03-T2-H02,2,1,3
P1506,A01-T1-H01,5,0,2
P1507,A02-T3-H02,2,1,2
P1508,A03-T3-H02,9,2,3
P1509,A01-T3-H01,9,0,1
P1510,A01-T1-H03,4,2,4
P1511,A03-T3-H02,9,2,3
P1512,A02-T2-H02,8,0,1
P1513,A01-T1-H01,9,2,4
P1514,A03-T2-H02,4,1,2
P1515,A02-T2-H03,6,0,1
P1516,A02-T2-H01,1,4,6
P1517,A03-T3-H01,15,0,1
P1518,A01-T2-H01,10,0,3
P1519,A01-T3-H02,2,1,2
P1520,A03-T3-H01,10,0,2
P1521,A01-T2-H02,5,0,1
P1522,A03-T3-H01,1,1,2
P1523,A01-T2-H02,1,0,2
P1524,A01-T3-H01,8,1,2
P1525,A03-T3-H02,10,2,3
P1526,A01-T2-H02,4,3,4
P1527,A03-T3-H03,10,4,5
P1528,A02-T3-H01,6,0,1
P1529,A01-T3-H01,7,0,1
P1530,A01-T3-H01,6,1,2
P1531,A01-T2-H01,5,2,3
P1532,A02-T2-H01,8,2,4
P1533,A03-T2-H03,2,2,3
P1534,A02-T2-H04,4,0,1
P1535,A02-T3-H01,2,1,2
P1536,A01-T3-H02,2,1,2
P1537,A01-T2-H01,7,0,1
P1538,A02-T3-H02,10,1,6
P1539,A01-T2-H03,4,2,3
P1540,A03-T3-H02,14,1,3
P1541,A02-T2-H03,3,0,2
P1542,A03-T2-H02,9,2,4
P1543,A02-T2-H01,5,1,2
P1544,A02-T2-H02,9,0,2
P1545,A01-T2-H03,5,2,3
P1546,A01-T2-H01,11,4,5
P1547,A02-T2-H04,4,1,2
P1548,A02-T1-H02,3,1,2
P1549,A01-T3-H02,9,0,5
P1550,A01-T3-H02,1,4,5
P1551,A02-T2-H01,10,3,4
P1552,A03-T3-H02,4,0,3
P1553,A01-T3-H02,1,0,1
P1554,A01-T3-H01,3,2,3
P1555,A02-T2-H04,6,3,6
P1556,A03-T2-H02,9,0,2
P1557,A02-T3-H01,3,2,3
P1558,A01-T2-H03,5,2,3
P1559,A03-T2-H02,6,0,2
P1560,A02-T3-H01,7,2,3
P1561,A01-T3-H01,1,1,4
P1562,A03-T3-H03,3,0,1
P1563,A01-T2-H03,3,2,3
P1564,A02-T3-H01,9,0,1
P1565,A03-T2-H02,4,3,6
P1566,A02-T2-H03,4,0,1
P1567,A03-T3-H02,1,0,2
P1568,A01-T2-H02,4,4,5
P1569,A03-T2-H01,8,0,2
P1570,A03-T3-H02,4,0,2
P1571,A01-T3-H01,3,0,1
P1572,A03-T3-H01,5,3,4
P1573,A03-T2-H02,4,5,6
P1574,A02-T3-H01,2,0,1
P1575,A02-T2-H04,6,0,3
P1576,A03-T2-H02,1,0,1
P1577,A02-T2-H03,2,0,1
P1578,A02-T2-H02,6,2,3
P1579,A01-T2-H01,12,0,1
P1580,A02-T3-H01,9,0,1
P1581,A02-T2-H03,2,1,2
P1582,A01-T2-H01,7,0,1
P1583,A01-T1-H01,5,2,3
P1584,A03-T3-H03,11,1,2
P1585,A03-T3-H02,10,2,3
P1586,A02-T2-H02,9,3,4
P1587,A03-T3-H03,7,1,2
P1588,A02-T2-H03,1,2,3
P1589,A02-T2-H03,7,2,3
P1590,A03-T3-H01,11,1,2
P1591,A02-T1-H01,5,2,3
P1592,A01-T1-H02,2,1,2
P1593,A01-T2-H03,1,1,2
P1594,A03-T3-H02,10,4,5
P1595,A02-T2-H04,5,2,3
P1596,A02-T2-H03,5,2,3
P1597,A02-T2-H01,9,2,3
P1598,A03-T3-H02,1,0,2
P1599,A01-T3-H02,5,1,3
P1600,A01-T2-H01,6,4,6
P1601,A01-T2-H01,6,0,4
P1602,A01-T3-H02,9,5,6
P1603,A01-T2-H01,12,1,3
P1604,A03-T2-H03,3,0,2
P1605,A01-T3-H01,3,0,1
P1606,A03-T2-H03,4,2,3
P1607,A02-T2-H01,1,0,1
P1608,A02-T3-H02,5,0,1
P1609,A01-T2-H01,6,0,4
P1610,A01-T2-H02,3,0,3
P1611,A01-T2-H02,6,0,2
P1612,A03-T2-H02,1,0,3
P1613,A03-T2-H02,15,0,2
P1614,A03-T2-H03,2,2,3
P1615,A03-T2-H01,5,0,2
P1616,A03-T2-H03,2,0,2
P1617,A03-T3-H02,2,1,2
P1618,A01-T2-H03,7,1,3
P1619,A03-T3-H02,2,1,2
P1620,A01-T2-H02,6,1,6
P1621,A02-T2-H03,4,2,3
P1622,A01-T2-H01,10,3,4
P1623,A01-T2-H02,7,2,3
P1624,A01-T2-H03,9,1,3
P1625,A01-T3-H01,2,0,3
P1626,A03-T2-H02,5,2,3
P1627,A02-T2-H01,8,0,1
P1628,A02-T2-H03,2,1,2
P1629,A03-T3-H01,2,1,2
P1630,A03-T3-H02,1,1,2
P1631,A01-T2-H03,7,1,3
P1632,A03-T2-H02,5,2,3
P1633,A01-T1-H01,9,2,4
P1634,A01-T2-H01,1,3,5
P1635,A02-T2-H04,3,2,3
P1636,A03-T2-H02,8,1,3
P1637,A03-T3-H01,15,1,2
P1638,A03-备用-03,1,1,3
P1639,A01-T2-H03,6,2,3
P1640,A03-T2-H01,4,0,2
P1641,A03-T3-H02,5,3,4
P1642,A02-T2-H03,8,1,2
P1643,A03-T2-H01,8,2,3
P1644,A01-T1-H01,2,1,3
P1645,A02-T2-H03,1,0,2
P1646,A03-T2-H01,2,2,5
P1647,A03-T3-H01,2,1,2
P1648,A01-T2-H01,12,2,3
P1649,A03-T2-H03,3,3,4
P1650,A03-T2-H02,8,0,1
P1651,A02-T3-H02,3,3,4
P1652,A01-T2-H02,4,3,4
P1653,A01-T2-H03,6,0,1
P1654,A02-T2-H03,6,0,1
P1655,A01-T2-H03,7,0,2
P1656,A02-T3-H02,1,1,2
P1657,A02-T3-H02,5,1,3
P1658,A03-T3-H02,9,2,3
P1659,A03-T3-H01,11,1,2
P1660,A03-T3-H02,14,2,4
P1661,A02-T2-H01,13,0,1
P1662,A01-T2-H03,6,2,3
P1663,A02-T3-H01,6,1,2
P1664,A02-T2-H01,1,0,4
P1665,A02-T1-H01,5,2,3
P1666,A02-T1-H01,6,1,2
P1667,A01-T3-H01,7,0,1
P1668,A02-T3-H01,2,0,1
P1669,A01-T2-H02,4,4,5
P1670,A02-T2-H03,1,1,2
P1671,A02-T3-H02,1,0,1
P1672,A02-T2-H01,4,2,3
P1673,A03-T2-H01,8,2,3
P1674,A02-T3-H02,5,1,3
P1675,A02-T2-H01,4,2,3
P1676,A01-T2-H03,5,2,3
P1677,A02-T2-H02,5,0,2
P1678,A02-T2-H01,4,2,3
P1679,A02-T1-H01,5,2,3
P1680,A01-T2-H01,12,0,1
P1681,A02-T2-H03,7,0,2
P1682,A02-T2-H01,3,0,2
P1683,A03-T3-H01,4,0,1
P1684,A03-T2-H01,14,0,2
P1685,A01-T3-H01,4,0,1
P1686,A02-T3-H01,3,0,2
P1687,A02-T2-H03,6,1,2
P1688,A01-T3-H01,3,0,1
P1689,A01-T2-H03,1,1,2
P1690,A02-T3-H02,5,0,1
P1691,A02-T3-H02,10,3,5
P1692,A02-T2-H04,4,1,2
P1693,A01-T2-H01,11,4,5
P1694,A01-T2-H03,6,0,1
P1695,A01-T3-H01,2,1,2
P1696,A02-T2-H03,5,2,3
P1697,A01-T2-H01,7,0,1
P1698,A02-T3-H02,3,3,4
P1699,A02-T2-H03,8,0,1
P1700,A03-T2-H02,1,3,4
P1701,A02-T2-H04,6,0,3
P1702,A01-T3-H02,3,3,4
P1703,A01-T2-H01,10,0,1
P1704,A03-T3-H01,2,1,2
P1705,A03-T2-H01,1,0,2
P1706,A02-T3-H01,7,2,3
P1707,A03-T3-H03,1,3,4
P1708,A02-T2-H01,10,0,2
P1709,A03-备用-04,1,1,3
P1710,A01-T2-H03,1,0,1
P1711,A01-T1-H02,2,1,2
P1712,A01-T1-H01,3,1,3
P1713,A02-T2-H03,8,0,1
P1714,A02-T2-H02,4,0,3
P1715,A03-T2-H02,11,0,1
P1716,A02-T3-H01,6,1,2
P1717,A02-T3-H02,9,1,3
P1718,A01-T3-H01,7,0,1
P1719,A03-T2-H01,6,1,2
P1720,A03-T3-H01,11,2,4
P1721,A03-T3-H01,15,0,1
P1722,A02-T1-H01,5,2,3
P1723,A03-T2-H01,14,0,2
P1724,A02-T2-H02,2,0,2
P1725,A03-T3-H01,3,0,1
P1726,A02-T3-H02,3,3,4
P1727,A01-T2-H01,11,4,5
P1728,A03-T3-H02,1,2,4
P1729,A02-T2-H01,11,0,2
P1730,A03-T3-H02,5,1,5
P1731,A03-T3-H03,1,3,4
P1732,A03-T2-H01,8,2,3
P1733,A01-T2-H01,3,2,3
P1734,A01-T3-H01,1,0,1
P1735,A03-T3-H01,14,1,2
P1736,A03-T2-H03,3,3,4
P1737,A03-T3-H02,14,1,3
P1738,A02-T1-H01,5,0,2
P1739,A02-T2-H01,12,0,1
P1740,A01-T2-H01,10,3,4
P1741,A03-T2-H02,8,1,3
P1742,A03-T2-H02,9,0,2
P1743,A01-T3-H01,8,0,1
P1744,A01-T2-H02,4,3,4
P1745,A01-T2-H01,12,0,2
P1746,A02-T3-H01,2,1,2
P1747,A03-T3-H02,5,1,5
P1748,A01-T1-H02,1,0,3
P1749,A01-T2-H01,12,1,3
P1750,A03-T2-H01,1,0,2
P1751,A03-T2-H02,11,1,6
P1752,A02-T2-H02,10,0,1
P1753,A03-T2-H01,4,0,2
P1754,A01-T3-H01,4,0,1
P1755,A03-T3-H01,15,1,2
P1756,A02-T2-H02,3,2,3
P1757,A01-T2-H01,6,0,4
P1758,A01-T2-H02,8,0,1
P1759,A01-T2-H02,8,0,1
P1760,A03-T3-H03,2,0,2
P1761,A03-T2-H01,8,0,2
P1762,A02-T2-H04,6,3,6
P1763,A01-T2-H02,3,0,3
P1764,A02-T2-H02,6,2,3
P1765,A03-T2-H02,7,1,3
P1766,A03-T2-H02,1,0,3
P1767,A03-T3-H01,4,0,1
P1768,A03-T3-H02,1,2,4
P1769,A02-T2-H02,2,2,3
P1770,A02-T1-H01,3,1,2
P1771,A01-T3-H01,1,0,1
P1772,A02-T2-H02,8,0,1
P1773,A02-T2-H01,11,0,2
P1774,A01-T1-H01,5,0,2
P1775,A02-T2-H02,2,2,3
P1776,A02-T2-H01,3,2,3
P1777,A01-T2-H03,7,1,3
P1778,A03-T3-H02,4,0,3
P1779,A02-T3-H02,1,1,2
P1780,A03-T3-H02,1,2,4
P1781,A01-T3-H02,4,1,2
P1782,A01-T1-H01,5,0,2
P1783,A03-T3-H02,9,2,3
P1784,A01-T1-H01,5,2,3
P1785,A03-T3-H02,9,0,2
P1786,A03-T3-H03,4,1,2
P1787,A01-T3-H02,10,1,3
P1788,A02-T3-H02,9,1,3
P1789,A03-T3-H01,2,1,2
P1790,A02-T3-H02,1,0,1
P1791,A03-T3-H01,4,4,5
P1792,A02-T2-H03,4,2,3
P1793,A02-T2-H02,7,0,2
P1794,A02-T2-H01,7,0,1
P1795,A02-T2-H01,12,1,2
P1796,A02-T2-H03,8,1,2
P1797,A01-T2-H01,10,0,1
P1798,A02-T3-H01,5,1,2
P1799,A03-T3-H02,9,2,3
P1800,A03-T3-H02,10,2,5
P1801,A02-T2-H02,1,0,1
P1802,A01-T2-H03,7,1,3
P1803,A03-T3-H02,9,0,2
P1804,A02-T2-H01,5,0,1
P1805,A01-T3-H02,4,0,1
P1806,A02-T2-H04,4,0,1
P1807,A02-T2-H03,4,0,1
P1808,A03-T3-H02,1,1,4
P1809,A02-T3-H02,10,3,5
P1810,A01-T2-H03,9,2,3
P1811,A02-T2-H03,7,0,2
P1812,A02-T2-H01,13,1,3
P1813,A03-T3-H03,10,1,2
P1814,A02-T2-H01,11,0,2
P1815,A03-T2-H02,6,2,3
P1816,A02-T2-H01,3,2,3
P1817,A03-T2-H02,8,0,1
P1818,A01-T3-H01,1,1,4
P1819,A03-T3-H01,15,1,2
P1820,A01-T2-H02,9,1,3
P1821,A03-T2-H01,9,1,2
P1822,A03-T3-H02,1,2,4
P1823,A03-T2-H02,2,1,3
P1824,A03-T2-H02,6,2,3
P1825,A02-T2-H03,3,2,3
P1826,A03-T2-H02,14,2,3
P1827,A02-T1-H01,5,0,2
P1828,A02-T3-H02,6,0,4
P1829,A03-T2-H03,6,1,2
P1830,A03-T3-H01,15,1,2
P1831,A03-T2-H02,10,1,2
P1832,A03-T3-H01,11,0,1
P1833,A01-T2-H01,11,4,5
P1834,A03-T3-H01,11,2,4
P1835,A02-T3-H02,10,1,6
P1836,A01-T1-H01,3,1,3
P1837,A02-T2-H04,5,2,3
P1838,A01-T2-H02,1,0,2
P1839,A03-T3-H01,10,0,1
P1840,A03-T2-H02,1,3,4
P1841,A02-T2-H01,11,0,2
P1842,A02-T2-H03,5,2,3
P1843,,,,
P1844,A01-T2-H01,6,5,6
P1845,A01-T3-H01,4,1,3
P1846,A01-T2-H02,6,0,2
P1847,A03-T3-H01,15,0,1
P1848,A01-T2-H03,4,0,1
P1849,A03-T3-H01,8,1,3
P1850,A03-T2-H02,9,0,2
P1851,A02-T2-H03,3,2,3
P1852,A02-T2-H04,1,1,2
P1853,A01-T3-H02,4,0,1
P1854,A02-T3-H01,6,0,1
P1855,A03-T3-H03,5,0,1
P1856,A02-T3-H02,6,0,4
P1857,A02-T2-H01,7,0,1
P1858,A03-T3-H01,2,0,1
P1859,A02-T2-H04,4,0,1
P1860,A03-T3-H01,4,4,5
P1861,A03-T3-H02,1,1,2
P1862,A03-T3-H02,14,2,4
P1863,A01-T2-H02,6,5,6
P1864,A01-T2-H03,2,0,1
P1865,A01-T2-H01,12,2,3
P1866,A02-T2-H02,10,0,1
P1867,A02-T3-H02,6,0,4
P1868,A03-备用-05,2,2,3
P1869,A03-T3-H02,1,2,4
P1870,A03-T2-H03,3,0,2
P1871,A02-T2-H03,4,2,3
P1872,A01-T2-H01,1,0,1
P1873,A03-T3-H03,5,1,3
P1874,A02-T2-H02,9,2,6
P1875,A01-T2-H01,2,1,3
P1876,A03-T3-H01,2,1,2
P1877,A02-T3-H02,2,1,2
P1878,A02-T2-H04,3,0,2
P1879,A03-T3-H03,2,4,5
P1880,A02-T3-H02,5,1,3
P1881,A02-T2-H01,1,1,2
P1882,A02-T3-H01,2,1,2
P1883,A02-T2-H01,3,0,2
P1884,A03-T2-H01,4,0,2
P1885,A03-T3-H03,3,1,2
P1886,A02-T3-H02,6,0,4
P1887,A01-T3-H01,9,1,3
P1888,A03-T3-H02,5,3,4
P1889,A02-T3-H02,1,1,2
P1890,A03-T2-H01,11,0,2
P1891,A01-T2-H01,10,0,3
P1892,A03-T3-H01,10,2,4
P1893,A01-T3-H01,5,1,2
P1894,A03-T2-H02,1,1,2
P1895,A02-T2-H03,1,0,2
P1896,A01-T3-H02,5,1,3
P1897,A01-T2-H02,7,0,2
P1898,A02-T2-H03,6,1,2
P1899,A01-T3-H01,1,3,4
P1900,A02-T2-H02,9,0,2
P1901,A01-T3-H01,2,1,2
P1902,A01-T2-H03,9,0,1
P1903,A02-T2-H03,1,2,3
P1904,A02-T3-H01,2,0,1
P1905,A02-T2-H03,6,0,1
P1906,A02-T2-H01,2,0,1
P1907,A01-T1-H03,1,0,2
P1908,A03-T2-H01,1,0,2
P1909,A03-T3-H03,11,1,2
P1910,A01-T2-H01,9,0,1
P1911,A03-T2-H01,3,1,3
P1912,A03-T3-H01,11,1,2
P1913,A03-T3-H03,3,0,1
P1914,A03-T2-H02,14,2,3
P1915,A02-T3-H01,2,1,2
P1916,A02-T3-H01,3,0,2
P1917,A01-T3-H02,1,4,5
P1918,A03-T3-H03,4,1,2
P1919,A02-T2-H04,3,0,2
P1920,A01-T2-H01,6,1,2
P1921,A02-T3-H02,2,0,2
P1922,A03-T3-H01,10,1,2
P1923,A02-T2-H03,3,2,3
P1924,A02-T2-H01,6,1,2
P1925,A03-T3-H02,5,1,5
P1926,A03-T2-H02,5,0,2
P1927,A02-T2-H01,3,2,3
P1928,A03-T3-H03,10,1,2
P1929,A01-T3-H01,9,1,3
P1930,A01-T3-H02,3,3,4
P1931,A03-T3-H01,2,1,2
P1932,A03-T3-H01,14,1,2
P1933,A01-T2-H03,1,0,1
P1934,A03-T2-H01,3,1,3
P1935,A02-T2-H02,2,2,3
P1936,A03-T3-H01,3,0,1
P1937,A01-T2-H01,3,2,3
P1938,A02-T2-H02,4,1,5
P1939,A01-T2-H01,3,2,3
P1940,A02-T2-H02,3,0,2
P1941,A03-T3-H01,15,1,2
P1942,A03-T3-H01,1,1,2
P1943,A01-T2-H01,6,5,6
P1944,A03-T3-H01,7,0,3
P1945,A02-T2-H03,3,0,2
P1946,A01-T3-H02,4,1,2
P1947,A03-T3-H02,9,2,3
P1948,A03-T3-H03,5,0,1
P1949,A01-T2-H02,3,0,3
P1950,A03-备用-09,2,2,3
P1951,A01-T3-H02,3,1,2
P1952,A03-T2-H01,1,3,6
P1953,A03-T2-H01,8,2,3
P1954,A01-T3-H01,4,0,1
P1955,A02-T2-H02,6,2,3
P1956,A02-T1-H01,5,0,2
P1957,A02-T2-H03,3,2,3
P1958,A02-T3-H01,9,1,3
P1959,A03-T3-H02,4,0,2
P1960,A03-T3-H02,7,0,1
P1961,A01-T3-H01,1,3,4
P1962,A03-T2-H01,14,0,2
P1963,A03-T3-H01,2,1,2
P1964,A02-T3-H02,9,2,5
P1965,A03-T3-H01,8,1,3
P1966,A02-T2-H03,5,2,3
P1967,A03-T2-H01,5,5,6
P1968,A01-T3-H01,3,0,1
P1969,A03-T3-H01,3,0,1
P1970,A01-T1-H02,5,1,4
P1971,A01-T2-H03,4,2,3
P1972,A01-T1-H01,5,2,3
P1973,A02-T2-H02,8,1,2
P1974,A01-T3-H01,5,3,4
P1975,A03-T2-H03,7,1,2
P1976,A03-T2-H01,5,5,6
P1977,A03-T3-H03,1,2,3
P1978,A03-T3-H03,1,0,2
P1979,A02-T3-H01,7,2,3
P1980,A03-T3-H01,5,4,5
P1981,A03-T2-H03,2,0,2
P1982,A02-T2-H03,1,0,2
P1983,A01-T2-H02,1,2,3
P1984,A02-T2-H03,2,0,1
P1985,A02-T2-H04,6,3,6
P1986,A03-T3-H03,2,4,5
P1987,A02-T3-H01,9,0,1
P1988,A02-T2-H01,10,0,2
P1989,A03-T3-H03,5,1,3
P1990,A02-T2-H01,2,1,3
P1991,A02-T3-H01,6,0,1
P1992,A01-T2-H03,3,0,2
P1993,A01-T1-H01,3,1,3
P1994,A02-T3-H01,3,0,2
P1995,A03-T2-H02,9,2,4
P1996,A02-T1-H02,2,2,3
P1997,A01-T3-H02,2,1,2
P1998,A02-T2-H03,7,2,3
P1999,A01-T3-H01,1,1,4
P2000,A02-T2-H03,4,2,3
P2001,A01-T2-H02,9,2,3
P2002,A03-T3-H03,10,4,5
P2003,A01-T1-H01,9,2,4
P2004,A03-T3-H01,11,2,4
P2005,A01-T3-H01,5,1,2
P2006,A01-T3-H01,7,2,3
P2007,A02-T2-H03,7,2,3
P2008,A02-T2-H03,8,1,2
P2009,A02-T2-H02,9,2,6
P2010,A02-T2-H01,9,2,3
P2011,A01-T3-H01,7,2,3
P2012,A03-T3-H02,10,2,3
P2013,A02-T3-H01,1,1,3
P2014,A01-T3-H01,7,2,3
P2015,A02-T2-H01,13,1,3
P2016,A02-T2-H01,5,1,2
P2017,A03-T3-H01,7,0,3
P2018,A02-T3-H01,3,0,2
P2019,A03-T3-H02,9,2,3
P2020,A03-T3-H01,4,1,5
P2021,A01-T2-H01,9,1,2
P2022,A03-T2-H01,8,0,2
P2023,A03-T2-H01,2,0,4
P2024,A01-T3-H01,1,0,1
P2025,A03-T3-H01,5,3,4
P2026,A02-T2-H01,5,0,1
P2027,A01-T2-H03,1,0,1
P2028,A01-T3-H01,1,0,1
P2029,A03-T3-H03,5,1,3
P2030,A01-T3-H01,1,0,1
P2031,A03-T3-H01,8,0,1
P2032,A02-T3-H01,9,0,1
P2033,A02-T2-H01,5,1,2
P2034,A02-T2-H03,8,0,1
P2035,A01-T2-H03,2,2,4
P2036,A03-T2-H01,5,0,4
P2037,A03-T3-H01,7,0,3
P2038,A02-T3-H01,9,0,1
P2039,A01-T2-H02,8,0,1
P2040,A01-T2-H01,1,3,5
P2041,A01-T3-H01,7,0,1
P2042,A02-T3-H01,7,0,2
P2043,A01-T3-H01,3,0,3
P2044,A01-T2-H02,7,0,2
P2045,A03-T3-H02,1,0,1
P2046,A03-T3-H01,4,4,5
P2047,A03-T3-H01,2,0,1
P2048,A03-T3-H02,1,0,1
P2049,A01-T2-H03,5,2,3
P2050,A03-T3-H01,10,1,2
P2051,A02-T3-H02,10,0,1
P2052,A02-T2-H03,5,2,3
P2053,A02-T2-H01,2,1,3
P2054,A01-T1-H01,2,1,3
P2055,A02-T2-H01,3,0,2
P2056,A02-T2-H03,7,0,2
P2057,A02-T2-H03,8,0,1
P2058,A03-T3-H02,1,0,1
P2059,A03-T2-H01,14,0,2
P2060,A01-T2-H03,7,1,3
P2061,A01-T2-H02,7,0,2
P2062,A01-T2-H03,1,0,1
P2063,A03-T3-H02,1,1,2
P2064,A03-T2-H01,4,0,2
P2065,A02-T2-H02,7,0,2
P2066,A01-T2-H01,4,1,3
P2067,A01-T2-H01,5,2,3
P2068,A02-T2-H03,2,1,4
P2069,A02-T3-H02,9,1,3
P2070,A03-T3-H02,2,1,2
P2071,A01-T1-H01,6,2,3
P2072,A02-T3-H02,9,1,3
P2073,A02-T2-H01,9,2,3
P2074,A01-T2-H02,9,1,3
P2075,A02-T2-H04,2,3,4
P2076,A02-T2-H01,2,0,1
P2077,A01-T2-H03,2,0,1
P2078,A02-T3-H02,9,0,2
P2079,A02-T2-H04,6,0,3
P2080,A01-T2-H03,9,2,3
P2081,A01-T2-H03,7,1,3
P2082,A01-T2-H02,6,1,6
P2083,A01-T2-H01,3,2,3
P2084,A02-T2-H01,1,1,2
P2085,A02-T2-H01,13,1,3
P2086,A02-T2-H01,5,0,1
P2087,A03-T3-H02,5,1,5
P2088,A02-T2-H02,10,0,1
P2089,A02-T2-H02,8,1,2
P2090,A01-T1-H02,2,1,2
P2091,A01-T2-H03,9,0,2
P2092,A01-T3-H01,8,1,2
P2093,A03-T3-H01,8,0,1
P2094,A03-T2-H01,1,0,2
P2095,A03-T2-H02,14,2,3
P2096,A01-T2-H01,9,0,1
P2097,A02-T2-H03,7,0,2
P2098,A02-T2-H01,5,0,1
P2099,A02-T3-H02,3,3,4
P2100,A01-T1-H01,3,1,3
P2101,A02-T2-H04,3,0,2
P2102,A01-T1-H02,1,0,3
P2103,A02-T2-H01,1,0,1
P2104,A02-T2-H02,3,0,2
P2105,A03-T2-H01,8,0,2
P2106,A01-T2-H03,2,0,1
P2107,A01-T3-H01,6,1,2
P2108,A03-T2-H03,2,2,3
P2109,A02-T3-H02,1,1,2
P2110,A03-T2-H03,2,0,2
P2111,A03-T2-H02,14,0,2
P2112,A01-T1-H03,4,2,4
P2113,A02-T3-H02,3,1,6
P2114,A02-T2-H04,4,1,2
P2115,A03-T3-H01,4,4,5
P2116,A02-T2-H04,6,0,3
P2117,A03-T2-H02,1,3,4
P2118,A03-T3-H03,10,4,5
P2119,A01-T3-H01,9,0,1
P2120,A01-T2-H03,9,0,1
P2121,A03-T2-H02,4,1,2
P2122,A03-T2-H02,4,0,5
P2123,A02-T2-H01,6,1,2
P2124,A02-T2-H02,9,2,6
P2125,A02-T1-H01,6,1,2
P2126,A02-T1-H01,5,2,3
P2127,A01-T2-H03,9,0,1
P2128,A03-T3-H03,7,1,2
P2129,A03-T2-H02,8,0,1
P2130,A02-T2-H02,6,2,3
P2131,A01-T2-H01,3,0,2
P2132,A02-T2-H01,5,1,2
P2133,A01-T2-H02,5,1,2
P2134,A02-T2-H02,1,1,3
P2135,A03-T3-H01,15,1,2
P2136,A03-T2-H01,3,1,3
P2137,A01-T2-H01,12,0,2
P2138,A03-T2-H02,14,0,2
P2139,A01-T2-H02,9,0,2
P2140,A02-T2-H01,10,2,4
P2141,A03-T3-H03,5,1,3
P2142,A03-T3-H01,15,1,2
P2143,A02-T2-H01,13,0,1
P2144,A03-T3-H01,5,3,4
P2145,A03-T2-H02,14,0,2
P2146,A02-T2-H02,8,1,2
P2147,A03-T2-H03,2,2,3
P2148,A02-T3-H02,9,1,3
P2149,A01-T3-H02,2,1,2
P2150,A01-T3-H02,3,3,4
P2151,A03-T3-H02,3,1,2
P2152,A01-T2-H02,5,0,1
P2153,A02-T2-H03,2,3,4
P2154,A03-T3-H03,3,0,1
P2155,A02-T2-H02,6,2,3
P2156,A03-备用-10,1,0,2
P2157,A02-T2-H02,3,0,2
P2158,A03-T3-H01,15,1,2
P2159,A03-T3-H01,3,0,1
P2160,A02-T3-H02,1,1,2
P2161,A03-T3-H03,7,1,2
P2162,A02-T3-H01,6,1,2
P2163,A01-T2-H02,3,0,3
P2164,A01-T1-H02,2,1,2
P2165,A01-T2-H03,1,0,1
P2166,A03-T2-H02,6,0,2
P2167,A03-T3-H01,5,3,4
P2168,A01-T2-H03,4,2,3
P2169,A03-T3-H02,7,1,2
P2170,A02-T3-H01,5,3,6
P2171,A02-T2-H01,3,0,2
P2172,A02-T2-H02,8,0,1
P2173,A01-T2-H03,5,0,1
P2174,A03-T2-H02,4,3,6
P2175,A03-T2-H02,3,3,4
P2176,A03-T3-H02,1,2,4
P2177,A01-T2-H03,4,2,3
P2178,A03-T2-H02,9,0,2
P2179,A02-T2-H01,13,1,3
P2180,A02-T2-H02,3,2,3
P2181,A02-T3-H01,5,1,2
P2182,A02-T3-H01,3,2,3
P2183,A01-T3-H02,1,0,1
P2184,A02-T2-H02,9,3,4
P2185,A01-T2-H01,12,0,1
P2186,A03-T3-H02,4,0,3
P2187,A03-T2-H02,1,1,2
P2188,A01-T2-H01,4,1,3
P2189,A01-T3-H02,4,1,2
P2190,A02-T3-H01,4,2,3
P2191,A01-T1-H03,1,2,3
P2192,A01-T2-H01,12,0,1
P2193,A01-T2-H02,4,3,4
P2194,A03-T3-H02,5,0,2
P2195,A02-T2-H03,6,0,1
P2196,A02-T2-H01,1,1,2
P2197,A01-T1-H03,1,2,3
P2198,A03-T2-H02,3,0,2
P2199,A03-T2-H01,8,2,3
P2200,A03-T3-H01,2,1,2
P2201,A02-T2-H01,8,2,4
P2202,A01-T2-H03,1,0,1
P2203,A02-T2-H03,3,2,3
P2204,A02-T3-H01,7,2,3
P2205,A02-T2-H04,3,2,3
