person_id,origin_id,destination_id
P2616,F022,LAND
P2617,LAND,F029
P2618,LAND,F039
P2619,LAND,F048
P2620,LAND,F034
P2621,F049,A03
P2622,F019,A02
P2623,F001,F005
P2624,F027,F021
P2625,A01,F002
P2626,F022,LAND
P2627,LAND,F025
P2628,F031,LAND
P2629,F008,LAND
P2630,F052,LAND
P2631,F032,F025
P2632,LAND,F011
P2633,LAND,F021
P2634,F041,F045
P2635,F012,F015
P2636,A03,F043
P2637,LAND,F021
P2638,F049,LAND
P2639,F050,LAND
P2640,F045,LAND
P2641,F005,LAND
P2642,LAND,F031
P2643,LAND,F038
P2644,LAND,F018
P2645,F043,LAND
P2646,F022,LAND
P2647,LAND,F049
P2648,LAND,F043
P2649,LAND,F039
P2650,LAND,F041
P2651,F003,LAND
P2652,F021,LAND
P2653,F031,A02
P2654,LAND,F045
P2655,F042,LAND
P2656,F005,LAND
P2657,LAND,F020
P2658,F004,A01
P2659,F045,A03
P2660,F021,LAND
P2661,LAND,F005
P2662,F009,LAND
P2663,LAND,F036
P2664,F017,LAND
P2665,LAND,F002
P2666,F049,F048
P2667,LAND,F044
P2668,F005,LAND
P2669,LAND,F004
P2670,F028,F018
P2671,F039,F048
P2672,LAND,F049
P2673,F021,LAND
P2674,LAND,F038
P2675,LAND,F021
P2676,F003,F007
P2677,LAND,F036
P2678,LAND,F024
P2679,F036,LAND
P2680,F022,LAND
P2681,LAND,F032
P2682,LAND,F017
P2683,A02,F029
P2684,F001,LAND
P2685,F038,LAND
P2686,F002,F004
P2687,F043,LAND
P2688,LAND,F001
P2689,LAND,F018
P2690,F019,F033
P2691,LAND,F012
P2692,LAND,F048
P2693,F010,F007
P2694,F009,F003
P2695,LAND,F003
P2696,F015,LAND
P2697,F018,LAND
P2698,LAND,F012
P2699,F047,LAND
P2700,LAND,F049
P2701,F027,F021
P2702,LAND,F002
P2703,F014,A01
P2704,F017,F014
P2705,F018,A02
P2706,F004,F007
P2707,F045,LAND
P2708,F036,LAND
P2709,F045,LAND
P2710,LAND,F026
P2711,LAND,F022
P2712,LAND,F048
P2713,F044,LAND
P2714,F051,LAND
P2715,LAND,F002
P2716,LAND,F004
P2717,LAND,F002
P2718,LAND,F006
P2719,LAND,F003
P2720,LAND,F009
P2721,LAND,F039
P2722,LAND,F020
P2723,LAND,F002
P2724,LAND,F002
P2725,LAND,F005
P2726,LAND,F051
P2727,LAND,F040
P2728,F038,F039
P2729,F002,LAND
P2730,A03,F042
P2731,LAND,F016
P2732,F008,A01
P2733,F032,LAND
P2734,F023,LAND
P2735,F028,LAND
P2736,LAND,F016
P2737,F045,F048
P2738,A01,F007
P2739,F021,LAND
P2740,F004,LAND
P2741,LAND,F012
P2742,LAND,F039
P2743,A03,F048
P2744,F027,LAND
P2745,F008,LAND
P2746,LAND,F040
P2747,F031,F021
P2748,F005,LAND
P2749,F021,F027
P2750,F005,A01
P2751,LAND,F042
P2752,F035,LAND
P2753,A01,F012
P2754,F004,LAND
P2755,F051,A03
P2756,F026,LAND
P2757,F035,LAND
P2758,F045,F048
P2759,LAND,F049
P2760,F029,F021
P2761,F034,LAND
P2762,F021,LAND
P2763,F042,F040
P2764,LAND,F011
P2765,F027,F021
P2766,LAND,F043
P2767,LAND,F014
P2768,LAND,F011
P2769,LAND,F028
P2770,F005,LAND
P2771,A02,F027
P2772,F048,F039
P2773,F046,LAND
P2774,F014,F017
P2775,LAND,F040
P2776,LAND,F048
P2777,F014,LAND
P2778,A02,F034
P2779,LAND,F042
P2780,F001,LAND
P2781,F037,LAND
P2782,LAND,F050
P2783,LAND,F044
P2784,F017,LAND
P2785,LAND,F052
P2786,LAND,F042
P2787,LAND,F052
P2788,F030,LAND
P2789,LAND,F017
P2790,A02,F023
P2791,A02,F025
P2792,F033,LAND
P2793,A01,F004
P2794,LAND,F009
P2795,F024,F027
P2796,LAND,F029
P2797,F030,LAND
P2798,F041,LAND
P2799,LAND,F039
P2800,F009,LAND
P2801,LAND,F045
P2802,F045,LAND
P2803,F006,A01
P2804,F044,LAND
P2805,LAND,F009
P2806,F012,F015
P2807,LAND,F013
P2808,F020,LAND
P2809,LAND,F022
P2810,A02,F029
P2811,F007,LAND
P2812,F037,LAND
P2813,F027,F021
P2814,F027,F021
P2815,LAND,F008
P2816,F009,LAND
P2817,F048,LAND
P2818,F037,LAND
P2819,A01,F002
P2820,LAND,F033
P2821,F008,F003
P2822,A02,F019
P2823,F003,F007
P2824,LAND,F046
P2825,LAND,F017
P2826,LAND,F033
P2827,F024,LAND
P2828,LAND,F039
P2829,LAND,F002
P2830,F047,A03
P2831,LAND,F020
P2832,A03,F049
P2833,F002,A01
P2834,F015,LAND
P2835,LAND,F044
P2836,LAND,F017
P2837,LAND,F045
P2838,LAND,F021
P2839,LAND,F050
P2840,A01,F010
P2841,LAND,F045
P2842,F036,F049
P2843,A03,F044
P2844,LAND,F014
P2845,F046,F047
P2846,LAND,F040
P2847,LAND,F051
P2848,LAND,F025
P2849,F014,LAND
P2850,A03,F047
P2851,F021,LAND
P2852,F022,LAND
P2853,LAND,F034
P2854,LAND,F049
P2855,F009,F003
P2856,F038,LAND
P2857,F040,A03
P2858,LAND,F048
P2859,LAND,F009
P2860,F051,LAND
P2861,F043,A03
P2862,F020,F019
P2863,A03,F046
P2864,LAND,F028
P2865,F038,LAND
P2866,LAND,F001
P2867,LAND,F026
P2868,F016,LAND
P2869,LAND,F010
P2870,F047,F049
P2871,LAND,F041
P2872,F019,LAND
P2873,LAND,F019
P2874,F026,LAND
P2875,F002,LAND
P2876,LAND,F007
P2877,LAND,F025
P2878,LAND,F011
P2879,F024,F027
P2880,LAND,F002
P2881,LAND,F040
P2882,F042,LAND
P2883,F007,F002
P2884,F026,F033
P2885,LAND,F006
P2886,F039,LAND
P2887,F018,LAND
P2888,F019,LAND
P2889,LAND,F042
P2890,F036,LAND
P2891,F001,F016
P2892,F040,LAND
P2893,LAND,F049
P2894,F004,F007
P2895,F024,F027
P2896,LAND,F034
P2897,F025,F027
P2898,A01,F016
P2899,F042,F040
P2900,LAND,F031
P2901,LAND,F038
P2902,LAND,F023
P2903,F006,LAND
P2904,LAND,F018
P2905,F033,A02
P2906,F020,LAND
P2907,LAND,F024
P2908,LAND,F014
P2909,F010,LAND
P2910,F017,LAND
P2911,F008,F003
P2912,A03,F038
P2913,LAND,F039
P2914,A03,F048
P2915,F038,A03
P2916,F005,LAND
P2917,F014,LAND
P2918,F035,LAND
P2919,F040,F041
P2920,F007,F002
P2921,F019,LAND
P2922,LAND,F049
P2923,F024,A02
P2924,F021,A02
P2925,F019,F033
P2926,F051,LAND
P2927,F016,LAND
P2928,LAND,F001
P2929,A01,F003
P2930,LAND,F051
P2931,F038,F045
P2932,LAND,F024
P2933,LAND,F032
P2934,F031,F021
P2935,LAND,F040
P2936,F042,LAND
P2937,F028,LAND
P2938,LAND,F002
P2939,A03,F045
P2940,LAND,F033
P2941,F003,F008
P2942,A01,F001
P2943,LAND,F023
P2944,F022,LAND
P2945,LAND,F051
P2946,F013,F002
P2947,F043,F051
P2948,F048,LAND
P2949,F029,LAND
P2950,F030,LAND
P2951,F052,F048
P2952,F002,LAND
P2953,LAND,F014
P2954,F045,F048
P2955,LAND,F025
P2956,A03,F037
P2957,F036,F046
P2958,F026,F033
P2959,F002,LAND
P2960,F001,F016
P2961,F029,LAND
P2962,F028,A02
P2963,F038,F045
P2964,F047,LAND
P2965,LAND,F042
P2966,LAND,F041
P2967,F027,A02
P2968,LAND,F039
P2969,A01,F014
P2970,F051,A03
P2971,LAND,F026
P2972,A03,F050
P2973,F050,A03
P2974,LAND,F036
P2975,F014,A01
P2976,F025,LAND
P2977,F045,A03
P2978,LAND,F011
P2979,F037,F040
P2980,F013,LAND
P2981,F020,LAND
P2982,LAND,F009
P2983,F048,LAND
P2984,A03,F042
P2985,F007,LAND
P2986,F034,LAND
P2987,F039,LAND
P2988,F026,LAND
P2989,F013,F002
P2990,LAND,F008
P2991,LAND,F009
P2992,F030,LAND
P2993,F019,F033
P2994,F010,F007
P2995,F042,LAND
P2996,LAND,F001
P2997,F036,LAND
P2998,LAND,F046
P2999,A01,F017
P3000,F015,LAND
P3001,F031,F021
P3002,LAND,F033
P3003,F023,LAND
P3004,LAND,F038
P3005,F026,LAND
P3006,LAND,F009
P3007,F014,F017
P3008,LAND,F044
P3009,F028,LAND
P3010,F019,LAND
P3011,F022,F033
P3012,F026,LAND
P3013,A02,F026
P3014,F006,LAND
P3015,F021,F027
P3016,F040,F041
P3017,F051,F038
P3018,F031,LAND
P3019,F027,LAND
P3020,F038,F045
P3021,F018,A02
P3022,LAND,F036
P3023,A03,F043
P3024,F048,LAND
P3025,LAND,F002
P3026,LAND,F020
P3027,LAND,F048
P3028,LAND,F042
P3029,F052,LAND
P3030,F044,LAND
P3031,F008,F003
P3032,F018,LAND
P3033,F001,F005
P3034,F020,LAND
P3035,F002,LAND
P3036,F026,F033
P3037,F001,F016
P3038,F045,F048
P3039,LAND,F004
P3040,F001,F016
P3041,A02,F031
P3042,LAND,F022
P3043,F046,A03
P3044,A02,F019
P3045,F003,F008
P3046,F024,F027
P3047,F018,LAND
P3048,A03,F039
P3049,F034,A02
P3050,LAND,F001
P3051,F039,F052
P3052,F030,LAND
P3053,LAND,F004
P3054,F044,F037
P3055,LAND,F002
P3056,F019,LAND
P3057,F044,F037
P3058,F029,LAND
P3059,F008,A01
P3060,LAND,F020
P3061,F024,LAND
P3062,LAND,F034
P3063,LAND,F003
P3064,F002,LAND
P3065,F044,LAND
P3066,F031,LAND
P3067,LAND,F039
P3068,F006,F007
P3069,F044,LAND
P3070,F049,F048
P3071,F050,A03
P3072,F021,A02
P3073,F023,F032
P3074,LAND,F005
P3075,LAND,F010
P3076,F052,F048
P3077,LAND,F001
P3078,F040,F041
P3079,LAND,F022
P3080,F050,F043
P3081,F025,LAND
P3082,LAND,F051
P3083,A02,F022
P3084,LAND,F037
P3085,F040,A03
P3086,F021,LAND
P3087,LAND,F023
P3088,LAND,F006
P3089,LAND,F041
P3090,LAND,F024
P3091,F017,F014
P3092,A01,F013
P3093,LAND,F020
P3094,LAND,F043
P3095,F017,LAND
P3096,LAND,F030
P3097,F007,LAND
P3098,LAND,F015
P3099,F044,LAND
P3100,F016,LAND
P3101,A02,F027
P3102,F032,LAND
P3103,F038,F045
P3104,A02,F027
P3105,LAND,F052
P3106,F020,LAND
P3107,F049,A03
P3108,A01,F011
P3109,A02,F027
P3110,F019,F033
P3111,F032,A02
P3112,LAND,F017
P3113,A01,F004
P3114,A02,F018
P3115,F042,F040
P3116,F005,LAND
P3117,LAND,F030
P3118,A01,F009
P3119,LAND,F004
P3120,LAND,F031
P3121,F020,LAND
P3122,F036,F046
P3123,F024,LAND
P3124,F036,F049
P3125,LAND,F001
P3126,LAND,F038
P3127,F014,LAND
P3128,F022,LAND
P3129,F040,F041
P3130,F046,LAND
P3131,F041,LAND
P3132,F012,A01
P3133,F026,LAND
P3134,F004,F007
P3135,F047,LAND
P3136,LAND,F025
P3137,A01,F009
P3138,LAND,F001
P3139,F011,LAND
P3140,F007,LAND
P3141,F039,F052
P3142,F006,LAND
P3143,F020,LAND
P3144,F029,LAND
P3145,F011,LAND
P3146,F014,LAND
P3147,F019,LAND
P3148,F003,F008
P3149,LAND,F049
P3150,A01,F013
P3151,F052,LAND
P3152,F002,F003
P3153,F047,LAND
P3154,F031,LAND
P3155,LAND,F044
P3156,LAND,F037
P3157,F026,LAND
P3158,A02,F021
P3159,LAND,F004
P3160,LAND,F014
P3161,F035,LAND
P3162,F018,LAND
P3163,F005,LAND
P3164,LAND,F010
P3165,F006,F007
P3166,F011,LAND
P3167,LAND,F051
P3168,F036,F049
P3169,LAND,F036
P3170,LAND,F016
P3171,LAND,F032
P3172,F001,LAND
P3173,F015,F009
P3174,LAND,F026
P3175,A01,F011
P3176,A01,F013
P3177,LAND,F025
P3178,F039,F052
P3179,F046,LAND
P3180,F040,LAND
P3181,F031,A02
P3182,LAND,F032
P3183,F044,LAND
P3184,LAND,F051
P3185,F009,A01
P3186,F016,F005
P3187,F027,LAND
P3188,F012,LAND
P3189,F006,LAND
P3190,A02,F024
P3191,LAND,F049
P3192,LAND,F016
P3193,F028,F018
P3194,F020,A02
P3195,F025,F027
P3196,F046,LAND
P3197,F008,A01
P3198,LAND,F011
P3199,F010,F007
P3200,F028,A02
P3201,F013,F002
P3202,LAND,F013
P3203,F041,LAND
P3204,F050,F043
P3205,LAND,F049
P3206,F038,F045
P3207,F036,LAND
P3208,F001,A01
P3209,LAND,F044
P3210,LAND,F050
P3211,A01,F012
P3212,LAND,F011
P3213,LAND,F039
P3214,F049,LAND
P3215,F023,A02
P3216,LAND,F025
P3217,F001,LAND
P3218,F032,LAND
P3219,F032,F025
P3220,F004,LAND
P3221,F039,LAND
P3222,LAND,F040
P3223,F023,LAND
P3224,F011,LAND
P3225,LAND,F038
P3226,F012,LAND
P3227,LAND,F052
P3228,F039,F052
P3229,F010,LAND
P3230,F040,LAND
P3231,LAND,F007
P3232,F027,LAND
P3233,F030,LAND
P3234,LAND,F015
P3235,LAND,F050
P3236,F031,LAND
P3237,F001,LAND
P3238,A03,F044
P3239,F041,LAND
P3240,LAND,F017
P3241,F043,A03
P3242,F032,LAND
P3243,LAND,F004
P3244,F024,LAND
P3245,F006,F007
P3246,F021,F027
P3247,F018,A02
P3248,F002,LAND
P3249,LAND,F011
P3250,LAND,F011
P3251,F050,F043
P3252,F001,LAND
P3253,LAND,F051
P3254,F052,LAND
P3255,F020,LAND
P3256,F009,LAND
P3257,LAND,F045
P3258,F041,F045
P3259,F027,LAND
P3260,A03,F044
P3261,F019,F033
P3262,F015,LAND
P3263,F052,A03
P3264,LAND,F019
P3265,LAND,F019
P3266,F003,F007
P3267,A03,F048
P3268,LAND,F003
P3269,F006,LAND
P3270,A03,F043
P3271,A01,F006
P3272,F036,LAND
P3273,F013,LAND
P3274,F043,A03
P3275,F003,LAND
P3276,A03,F049
P3277,LAND,F013
P3278,LAND,F020
P3279,LAND,F017
P3280,LAND,F009
P3281,F030,F026
P3282,LAND,F034
P3283,LAND,F028
P3284,F038,F039
P3285,F031,LAND
P3286,F039,LAND
P3287,LAND,F040
P3288,A02,F019
P3289,F007,LAND
P3290,F009,F003
P3291,F016,A01
P3292,LAND,F007
P3293,F014,LAND
P3294,F024,LAND
P3295,F021,LAND
P3296,F010,LAND
P3297,F045,LAND
P3298,F013,F002
P3299,F039,F052
P3300,F007,F002
P3301,F044,A03
P3302,LAND,F028
P3303,LAND,F033
P3304,LAND,F008
P3305,LAND,F021
P3306,F010,LAND
P3307,F030,F026
P3308,LAND,F028
P3309,LAND,F042
P3310,LAND,F017
P3311,LAND,F047
P3312,LAND,F018
P3313,LAND,F021
P3314,F038,F039
P3315,F015,A01
P3316,LAND,F016
P3317,F032,A02
P3318,F046,F047
P3319,F030,LAND
P3320,LAND,F026
P3321,F047,F049
P3322,LAND,F040
P3323,F003,LAND
P3324,F017,F014
P3325,LAND,F044
P3326,LAND,F028
P3327,LAND,F007
P3328,F032,A02
P3329,LAND,F018
P3330,LAND,F036
P3331,F018,A02
P3332,F016,LAND
P3333,F039,LAND
P3334,A03,F044
P3335,F025,F027
P3336,F038,F039
P3337,F042,LAND
P3338,F046,F047
P3339,F001,F016
P3340,F028,F018
P3341,LAND,F020
P3342,F036,LAND
P3343,F045,F048
P3344,LAND,F031
P3345,LAND,F022
P3346,LAND,F042
P3347,F038,F045
P3348,LAND,F039
P3349,F041,LAND
P3350,F026,LAND
P3351,F022,LAND
P3352,LAND,F033
P3353,F050,LAND
P3354,LAND,F007
P3355,F003,LAND
P3356,LAND,F016
P3357,F013,F002
P3358,F022,F033
P3359,F021,LAND
P3360,LAND,F035
P3361,F028,LAND
P3362,LAND,F001
P3363,LAND,F005
P3364,F036,F049
P3365,LAND,F034
P3366,LAND,F032
P3367,F033,LAND
P3368,LAND,F027
P3369,LAND,F046
P3370,LAND,F036
P3371,F037,LAND
P3372,F011,LAND
P3373,F022,LAND
P3374,F009,LAND
P3375,LAND,F004
P3376,F038,LAND
P3377,F021,LAND
P3378,F013,F002
P3379,F042,LAND
P3380,F050,LAND
P3381,LAND,F018
P3382,F049,LAND
P3383,F014,F017
P3384,F042,LAND
P3385,A02,F032
P3386,F041,LAND
P3387,F002,LAND
P3388,F014,F017
P3389,F003,F008
P3390,F025,F027
P3391,F041,LAND
P3392,F043,F051
P3393,F039,LAND
P3394,LAND,F006
P3395,F013,LAND
P3396,F034,A02
P3397,F025,LAND
P3398,F019,LAND
P3399,F025,F027
P3400,F034,LAND
P3401,F020,F019
P3402,LAND,F029
P3403,A01,F005
P3404,F011,LAND
P3405,F006,F007
P3406,LAND,F021
P3407,F026,F033
P3408,F039,F048
P3409,A02,F019
P3410,A01,F008
P3411,F037,LAND
P3412,F008,F003
P3413,F032,LAND
P3414,F024,LAND
P3415,F011,LAND
P3416,LAND,F049
P3417,F031,F021
P3418,LAND,F001
P3419,F002,F004
P3420,LAND,F034
P3421,F004,A01
P3422,LAND,F018
P3423,LAND,F041
P3424,F010,LAND
P3425,LAND,F001
P3426,F025,LAND
P3427,LAND,F016
P3428,LAND,F042
P3429,F050,LAND
P3430,F003,F008
P3431,F023,LAND
P3432,F020,LAND
P3433,LAND,F012
P3434,F009,LAND
P3435,F051,F038
P3436,LAND,F031
P3437,LAND,F002
P3438,F038,A03
P3439,F030,LAND
P3440,LAND,F052
P3441,LAND,F019
P3442,F045,F048
P3443,LAND,F050
P3444,F039,LAND
P3445,LAND,F012
P3446,F002,LAND
P3447,F009,LAND
P3448,F016,LAND
P3449,F048,LAND
P3450,F012,LAND
P3451,F038,LAND
P3452,LAND,F049
P3453,F044,F037
P3454,F022,LAND
P3455,F034,LAND
P3456,F049,F048
P3457,LAND,F001
P3458,F003,F008
P3459,LAND,F043
P3460,F029,LAND
P3461,LAND,F034
P3462,LAND,F039
P3463,F037,F040
P3464,LAND,F009
P3465,F012,A01
P3466,LAND,F013
P3467,F012,F015
P3468,F028,LAND
P3469,LAND,F039
P3470,F044,A03
P3471,A03,F048
P3472,F038,F045
P3473,LAND,F023
P3474,F002,LAND
P3475,LAND,F014
P3476,LAND,F010
P3477,LAND,F040
P3478,LAND,F009
P3479,F036,LAND
P3480,F038,F045
P3481,F003,F008
P3482,F006,LAND
P3483,LAND,F020
P3484,F019,LAND
P3485,F012,LAND
P3486,F013,F002
P3487,F051,LAND
P3488,LAND,F024
P3489,F018,F026
P3490,F012,A01
P3491,F026,A02
P3492,F022,A02
P3493,F024,LAND
P3494,F012,LAND
P3495,A01,F008
P3496,F007,A01
P3497,LAND,F008
P3498,F032,F025
P3499,F025,LAND
P3500,F018,LAND
P3501,F042,A03
P3502,F013,F002
P3503,F039,F048
P3504,F017,F014
P3505,LAND,F036
P3506,LAND,F025
P3507,LAND,F036
P3508,F013,LAND
P3509,LAND,F022
P3510,LAND,F043
P3511,F023,F032
P3512,F003,F008
P3513,F031,F021
P3514,F050,LAND
P3515,F020,LAND
P3516,LAND,F031
P3517,F052,LAND
P3518,LAND,F002
P3519,F051,LAND
P3520,F043,LAND
P3521,F044,F037
P3522,F020,LAND
P3523,F025,LAND
P3524,A02,F019
P3525,F047,F049
P3526,F014,LAND
P3527,F001,LAND
P3528,F004,F007
P3529,F006,F007
P3530,LAND,F037
P3531,LAND,F030
P3532,LAND,F022
P3533,LAND,F019
P3534,F008,LAND
P3535,F008,LAND
P3536,F033,A02
P3537,F008,LAND
P3538,LAND,F039
P3539,F016,F005
P3540,F036,A03
P3541,LAND,F045
P3542,LAND,F033
P3543,LAND,F028
P3544,LAND,F021
P3545,LAND,F050
P3546,LAND,F019
P3547,LAND,F040
P3548,F019,A02
P3549,F018,LAND
P3550,F009,LAND
P3551,LAND,F006
P3552,LAND,F035
P3553,F001,LAND
P3554,LAND,F014
P3555,F010,LAND
P3556,F020,F019
P3557,F007,LAND
P3558,F045,F048
P3559,F024,LAND
P3560,LAND,F025
P3561,F040,F041
P3562,F032,LAND
P3563,F033,LAND
P3564,F024,LAND
P3565,F016,LAND
P3566,F047,F049
P3567,F014,LAND
P3568,F023,A02
P3569,F026,A02
P3570,F048,F039
P3571,F018,F026
P3572,LAND,F013
P3573,LAND,F012
P3574,LAND,F031
P3575,LAND,F006
P3576,A03,F039
P3577,F020,F019
P3578,F021,F027
P3579,LAND,F023
P3580,F049,LAND
P3581,F013,LAND
P3582,LAND,F026
P3583,F037,F044
P3584,LAND,F025
P3585,LAND,F004
P3586,LAND,F006
P3587,LAND,F052
P3588,LAND,F039
P3589,LAND,F048
P3590,F036,LAND
P3591,LAND,F044
P3592,A01,F002
P3593,F040,LAND
P3594,F039,F052
P3595,LAND,F046
P3596,F013,LAND
P3597,F039,LAND
P3598,LAND,F004
P3599,LAND,F048
P3600,F003,F007
P3601,LAND,F031
P3602,LAND,F022
P3603,LAND,F024
P3604,F021,F027
P3605,F021,LAND
P3606,F024,LAND
P3607,F022,F033
P3608,LAND,F003
P3609,F003,LAND
P3610,LAND,F038
P3611,LAND,F052
P3612,LAND,F038
P3613,LAND,F009
P3614,A01,F014
P3615,LAND,F030
P3616,F046,F047
P3617,F048,LAND
P3618,F036,A03
P3619,F043,F051
P3620,F034,LAND
P3621,A01,F008
P3622,F049,F048
P3623,LAND,F022
P3624,LAND,F005
P3625,LAND,F046
P3626,LAND,F029
P3627,A03,F050
P3628,F031,LAND
P3629,F018,LAND
P3630,F019,LAND
P3631,LAND,F003
P3632,F011,LAND
P3633,LAND,F020
P3634,LAND,F014
P3635,F014,LAND
P3636,LAND,F001
P3637,LAND,F037
P3638,F045,LAND
P3639,F026,A02
P3640,LAND,F052
P3641,F047,F049
P3642,F035,LAND
P3643,F028,F018
P3644,A01,F010
P3645,F044,A03
P3646,F017,LAND
P3647,F043,LAND
P3648,F003,LAND
P3649,LAND,F033
P3650,LAND,F008
P3651,LAND,F014
P3652,A02,F035
P3653,F018,LAND
P3654,F020,LAND
P3655,LAND,F017
P3656,LAND,F044
P3657,F017,LAND
P3658,A02,F026
P3659,F022,LAND
P3660,F028,F018
P3661,F029,F021
P3662,F050,F043
P3663,F038,F039
P3664,LAND,F046
P3665,F046,F047
P3666,F031,F021
P3667,F027,LAND
P3668,F049,F048
P3669,F004,F007
P3670,F002,LAND
P3671,F033,A02
P3672,F036,F046
P3673,F012,LAND
P3674,A03,F038
P3675,F010,F007
P3676,LAND,F013
P3677,F012,LAND
P3678,F021,LAND
P3679,F001,LAND
P3680,F020,F019
P3681,F031,F021
P3682,F047,F049
P3683,F046,F047
P3684,LAND,F017
P3685,LAND,F018
P3686,LAND,F030
P3687,F037,F040
P3688,F007,LAND
P3689,F022,LAND
P3690,F014,LAND
P3691,F045,F048
P3692,F046,F047
P3693,LAND,F011
P3694,LAND,F026
P3695,F049,F048
P3696,F043,F051
P3697,F036,LAND
P3698,A03,F036
P3699,LAND,F048
P3700,F027,A02
P3701,F027,F021
P3702,F034,LAND
P3703,A03,F049
P3704,F049,LAND
P3705,F016,LAND
P3706,LAND,F005
P3707,F003,LAND
P3708,A03,F051
P3709,F041,F045
P3710,F031,F021
P3711,A02,F019
P3712,F015,LAND
P3713,F034,LAND
P3714,LAND,F007
P3715,F027,A02
P3716,F023,LAND
P3717,LAND,F037
P3718,LAND,F027
P3719,F005,LAND
P3720,F034,LAND
P3721,LAND,F040
P3722,F045,LAND
P3723,F014,LAND
P3724,F047,F049
P3725,LAND,F009
P3726,F004,LAND
P3727,LAND,F020
P3728,F038,F039
P3729,F016,F005
P3730,A03,F050
P3731,F021,LAND
P3732,F029,LAND
P3733,F015,F009
P3734,LAND,F021
P3735,F006,LAND
P3736,F004,LAND
P3737,F020,LAND
P3738,F037,F044
P3739,F021,LAND
P3740,F016,LAND
P3741,LAND,F029
P3742,F044,LAND
P3743,F023,A02
P3744,F005,F017
P3745,F039,LAND
P3746,F015,LAND
P3747,F013,LAND
P3748,F042,F040
P3749,LAND,F021
P3750,F016,F005
P3751,LAND,F022
P3752,LAND,F019
P3753,F032,F025
P3754,F037,LAND
P3755,A03,F036
P3756,LAND,F028
P3757,LAND,F034
P3758,LAND,F036
P3759,F039,LAND
P3760,LAND,F010
P3761,LAND,F004
P3762,LAND,F044
P3763,LAND,F046
P3764,F013,F002
P3765,F017,LAND
P3766,F001,F005
P3767,F021,LAND
P3768,F012,LAND
P3769,F015,LAND
P3770,A03,F036
P3771,LAND,F049
P3772,F035,LAND
P3773,F002,LAND
P3774,LAND,F043
P3775,A01,F010
P3776,F002,F004
P3777,F037,F040
P3778,F001,F016
P3779,LAND,F002
P3780,LAND,F031
P3781,F042,F040
P3782,LAND,F022
P3783,F022,LAND
P3784,F009,LAND
P3785,F043,LAND
P3786,LAND,F011
P3787,F019,F033
P3788,F022,A02
P3789,F008,A01
P3790,F024,F027
P3791,LAND,F032
P3792,F020,LAND
P3793,LAND,F043
P3794,F021,F027
P3795,F043,F051
P3796,F001,LAND
P3797,LAND,F013
P3798,F033,LAND
P3799,LAND,F030
P3800,F045,LAND
P3801,F039,LAND
P3802,F026,F033
P3803,F041,A03
P3804,F038,F039
P3805,F032,LAND
P3806,F022,LAND
P3807,LAND,F009
P3808,LAND,F014
P3809,LAND,F021
P3810,LAND,F023
P3811,LAND,F006
P3812,F003,LAND
P3813,F051,F038
P3814,LAND,F005
P3815,LAND,F025
P3816,LAND,F027
P3817,LAND,F010
P3818,F052,LAND
P3819,F052,F048
P3820,F042,A03
P3821,F027,LAND
P3822,LAND,F020
P3823,LAND,F027
P3824,LAND,F007
P3825,F044,LAND
P3826,F040,LAND
P3827,F025,LAND
P3828,F019,F033
P3829,F039,F048
P3830,F001,LAND
P3831,F027,LAND
P3832,F019,LAND
P3833,F045,F048
P3834,F019,F033
P3835,F033,LAND
P3836,LAND,F015
P3837,F037,F044
P3838,F037,A03
P3839,F004,LAND
P3840,LAND,F031
P3841,F026,F033
P3842,F030,LAND
P3843,LAND,F006
P3844,A02,F035
P3845,F008,LAND
P3846,LAND,F037
P3847,LAND,F030
P3848,LAND,F020
P3849,LAND,F013
P3850,LAND,F031
P3851,LAND,F037
P3852,LAND,F006
P3853,F045,LAND
P3854,F007,LAND
P3855,F047,LAND
P3856,LAND,F039
P3857,F005,LAND
P3858,F021,A02
P3859,LAND,F019
P3860,F026,LAND
P3861,F037,LAND
P3862,LAND,F026
P3863,F022,LAND
P3864,F041,F045
P3865,F046,LAND
P3866,F005,F017
P3867,F005,LAND
P3868,LAND,F049
P3869,F014,F017
P3870,F027,LAND
P3871,F012,F015
P3872,A02,F024
P3873,F046,F047
P3874,F012,LAND
P3875,LAND,F002
P3876,F004,F007
P3877,LAND,F021
P3878,F022,F033
P3879,LAND,F034
P3880,LAND,F009
P3881,F025,F027
P3882,A01,F005
P3883,F027,LAND
P3884,LAND,F002
P3885,LAND,F048
P3886,F024,LAND
P3887,F012,LAND
P3888,LAND,F002
P3889,LAND,F050
P3890,F018,LAND
P3891,F005,LAND
P3892,LAND,F010
P3893,F047,LAND
P3894,F013,LAND
P3895,LAND,F021
P3896,F010,F007
P3897,LAND,F044
P3898,LAND,F050
P3899,F007,F002
P3900,F021,LAND
P3901,F021,LAND
P3902,F022,LAND
P3903,LAND,F048
P3904,F010,LAND
P3905,F039,F052
P3906,LAND,F004
P3907,F034,LAND
P3908,F032,LAND
P3909,LAND,F047
P3910,F019,A02
P3911,LAND,F034
P3912,F019,F033
P3913,F048,LAND
P3914,LAND,F026
P3915,F040,F041
P3916,F003,F007
P3917,LAND,F005
P3918,F025,F027
P3919,F032,LAND
P3920,LAND,F050
P3921,F017,F014
P3922,F023,F032
P3923,F014,LAND
P3924,F005,F017
P3925,LAND,F013
